Date,time,zoneAvgTemp,zoneCoolTemp
7/6/2023,20:00:00,74.3,72.6
7/6/2023,20:05:00,73.9,72
7/6/2023,20:10:00,72.7,72
7/6/2023,20:15:00,71.9,72
7/6/2023,20:20:00,71.7,73.3
7/6/2023,20:25:00,72.1,74
7/6/2023,20:30:00,72.6,74
7/6/2023,20:35:00,73,74
7/6/2023,20:40:00,73.3,74.6
7/6/2023,20:45:00,73.6,75
7/6/2023,20:50:00,74.1,75
7/6/2023,20:55:00,74.3,75
7/6/2023,21:00:00,74.4,73.7
7/6/2023,21:05:00,73.9,72.9
7/6/2023,21:10:00,72.6,72.9
7/6/2023,21:15:00,72.4,72.9
7/6/2023,21:20:00,72.5,74.1
7/6/2023,21:25:00,72.9,74.9
7/6/2023,21:30:00,73.4,74.9
7/6/2023,21:35:00,74,74.9
7/6/2023,21:40:00,74.2,74
7/6/2023,21:45:00,74.4,73.5
7/6/2023,21:50:00,73.9,73.5
7/6/2023,21:55:00,72.8,73.5
7/6/2023,22:00:00,72.8,74.6
7/6/2023,22:05:00,73.2,75.4
7/6/2023,22:10:00,73.5,75.4
7/6/2023,22:15:00,73.6,75.4
7/6/2023,22:20:00,74,75.4
7/6/2023,22:25:00,74,75.5
7/6/2023,22:30:00,74.3,75.5
7/6/2023,22:35:00,74.5,75.5
7/6/2023,22:40:00,74.7,74.3
7/6/2023,22:45:00,74.1,73.5
7/6/2023,22:50:00,72.7,73.5
7/6/2023,22:55:00,72.7,73.5
7/6/2023,23:00:00,73,74.6
7/6/2023,23:05:00,73.4,75.5
7/6/2023,23:10:00,73.7,75.5
7/6/2023,23:15:00,74,75.5
7/6/2023,23:20:00,73.9,75.1
7/6/2023,23:25:00,73.9,75.5
7/6/2023,23:30:00,74.1,77
7/6/2023,23:35:00,74.3,77
7/6/2023,23:40:00,74.6,77
7/6/2023,23:45:00,74.8,77
7/6/2023,23:50:00,75.1,76.9
7/6/2023,23:55:00,75.3,75.2
7/7/2023,0:00:00,75.1,77
7/7/2023,0:05:00,75,77
7/7/2023,0:10:00,75.3,77
7/7/2023,0:15:00,75.5,77.2
7/7/2023,0:20:00,75.5,79
7/7/2023,0:25:00,75.7,79
7/7/2023,0:30:00,75.7,79
7/7/2023,0:35:00,75.8,79.2
7/7/2023,0:40:00,75.7,81
7/7/2023,0:45:00,75.7,81
7/7/2023,0:50:00,75.8,81
7/7/2023,0:55:00,75.7,81.2
7/7/2023,1:00:00,75.7,83
7/7/2023,1:05:00,75.8,83
7/7/2023,1:10:00,75.9,83
7/7/2023,1:15:00,75.9,83.2
7/7/2023,1:20:00,75.9,85
7/7/2023,1:25:00,75.8,85
7/7/2023,1:30:00,75.9,85
7/7/2023,1:35:00,75.9,85.2
7/7/2023,1:40:00,75.9,87
7/7/2023,1:45:00,75.9,87
7/7/2023,1:50:00,75.9,87
7/7/2023,1:55:00,76,87.1
7/7/2023,2:00:00,76,89
7/7/2023,2:05:00,76.1,89
7/7/2023,2:10:00,76,89
7/7/2023,2:15:00,76,89.1
7/7/2023,2:20:00,76,91
7/7/2023,2:25:00,76.1,91
7/7/2023,2:30:00,76,91
7/7/2023,2:35:00,76,91
7/7/2023,2:40:00,76.1,92
7/7/2023,2:45:00,76,92
7/7/2023,2:50:00,76,92
7/7/2023,2:55:00,76.2,92
7/7/2023,3:00:00,76.1,92
7/7/2023,3:05:00,76.2,92
7/7/2023,3:10:00,76.2,92
7/7/2023,3:15:00,76.2,92
7/7/2023,3:20:00,76.2,92
7/7/2023,3:25:00,76.2,92
7/7/2023,3:30:00,76.2,92
7/7/2023,3:35:00,76.2,92
7/7/2023,3:40:00,76.2,92
7/7/2023,3:45:00,76.2,92
7/7/2023,3:50:00,76.2,92
7/7/2023,3:55:00,76.2,92
7/7/2023,4:00:00,76.1,92
7/7/2023,4:05:00,76.2,92
7/7/2023,4:10:00,76.2,92
7/7/2023,4:15:00,76.2,92
7/7/2023,4:20:00,76.2,92
7/7/2023,4:25:00,76.2,92
7/7/2023,4:30:00,76.2,92
7/7/2023,4:35:00,76.2,92
7/7/2023,4:40:00,76.1,92
7/7/2023,4:45:00,76.2,92
7/7/2023,4:50:00,76.2,92
7/7/2023,4:55:00,76.2,92
7/7/2023,5:00:00,76.1,92
7/7/2023,5:05:00,76.1,92
7/7/2023,5:10:00,76.2,92
7/7/2023,5:15:00,76.1,92
7/7/2023,5:20:00,76.2,92
7/7/2023,5:25:00,76.1,92
7/7/2023,5:30:00,76.1,92
7/7/2023,5:35:00,76.1,92
7/7/2023,5:40:00,76.2,92
7/7/2023,5:45:00,76.1,92
7/7/2023,5:50:00,76.1,92
7/7/2023,5:55:00,76.1,92
7/7/2023,6:00:00,76.1,92
7/7/2023,6:05:00,76.1,92
7/7/2023,6:10:00,76.1,92
7/7/2023,6:15:00,76,92
7/7/2023,6:20:00,76.1,92
7/7/2023,6:25:00,76,92
7/7/2023,6:30:00,76,92
7/7/2023,6:35:00,76,92
7/7/2023,6:40:00,76,92
7/7/2023,6:45:00,76,92
7/7/2023,6:50:00,76,92
7/7/2023,6:55:00,76,92
7/7/2023,7:00:00,76,92
7/7/2023,7:05:00,76,92
7/7/2023,7:10:00,76,92
7/7/2023,7:15:00,76,92
7/7/2023,7:20:00,76,92
7/7/2023,7:25:00,75.9,92
7/7/2023,7:30:00,76,92
7/7/2023,7:35:00,76,92
7/7/2023,7:40:00,76.1,92
7/7/2023,7:45:00,76.1,92
7/7/2023,7:50:00,76,92
7/7/2023,7:55:00,76.2,92
7/7/2023,8:00:00,76.1,92
7/7/2023,8:05:00,76.1,92
7/7/2023,8:10:00,76,92
7/7/2023,8:15:00,76.1,92
7/7/2023,8:20:00,76.1,92
7/7/2023,8:25:00,76.1,92
7/7/2023,8:30:00,76.2,92
7/7/2023,8:35:00,76.3,92
7/7/2023,8:40:00,76.3,92
7/7/2023,8:45:00,76.3,92
7/7/2023,8:50:00,76.3,92
7/7/2023,8:55:00,76.4,92
7/7/2023,9:00:00,76.4,92
7/7/2023,9:05:00,76.4,92
7/7/2023,9:10:00,76.5,92
7/7/2023,9:15:00,76.5,92
7/7/2023,9:20:00,76.5,92
7/7/2023,9:25:00,76.6,92
7/7/2023,9:30:00,76.6,92
7/7/2023,9:35:00,76.6,92
7/7/2023,9:40:00,76.7,92
7/7/2023,9:45:00,76.7,92
7/7/2023,9:50:00,76.7,92
7/7/2023,9:55:00,76.8,92
7/7/2023,10:00:00,76.9,92
7/7/2023,10:05:00,76.9,92
7/7/2023,10:10:00,76.9,92
7/7/2023,10:15:00,77,92
7/7/2023,10:20:00,77.2,91.9
7/7/2023,10:25:00,77.3,91.9
7/7/2023,10:30:00,77.4,89.7
7/7/2023,10:35:00,77.5,77
7/7/2023,10:40:00,77.7,75.5
7/7/2023,10:45:00,77.1,75.4
7/7/2023,10:50:00,75.9,75.4
7/7/2023,10:55:00,75,75.4
7/7/2023,11:00:00,75.3,77.2
7/7/2023,11:05:00,75.8,77.4
7/7/2023,11:10:00,76.2,77.4
7/7/2023,11:15:00,76.5,77.4
7/7/2023,11:20:00,76.8,78.1
7/7/2023,11:25:00,77,78.3
7/7/2023,11:30:00,77.4,78.3
7/7/2023,11:35:00,77.6,78.3
7/7/2023,11:40:00,77.9,78.3
7/7/2023,11:45:00,78.2,78.3
7/7/2023,11:50:00,78.5,78.3
7/7/2023,11:55:00,78.8,78.3
7/7/2023,12:00:00,79.1,77.6
7/7/2023,12:05:00,79,77
7/7/2023,12:10:00,78.1,77
7/7/2023,12:15:00,77.2,74.8
7/7/2023,12:20:00,76.4,76.3
7/7/2023,12:25:00,76.5,76.3
7/7/2023,12:30:00,77.1,76.3
7/7/2023,12:35:00,77.4,76.2
7/7/2023,12:40:00,76.9,75.2
7/7/2023,12:45:00,75.9,75.2
7/7/2023,12:50:00,75,75.2
7/7/2023,12:55:00,75.1,75.3
7/7/2023,13:00:00,75.7,78.7
7/7/2023,13:05:00,76.3,78.7
7/7/2023,13:10:00,76.9,78.7
7/7/2023,13:15:00,77.3,78.6
7/7/2023,13:20:00,77.7,76.5
7/7/2023,13:25:00,77.9,75.6
7/7/2023,13:30:00,77,76
7/7/2023,13:35:00,75.8,76.1
7/7/2023,13:40:00,75.9,78.2
7/7/2023,13:45:00,76.4,78.2
7/7/2023,13:50:00,77,78.2
7/7/2023,13:55:00,77.5,78.1
7/7/2023,14:00:00,77.7,76.5
7/7/2023,14:05:00,77,76.5
7/7/2023,14:10:00,76.2,76.5
7/7/2023,14:15:00,76.3,76.5
7/7/2023,14:20:00,76.8,77.7
7/7/2023,14:25:00,77.2,77.7
7/7/2023,14:30:00,77.6,77.7
7/7/2023,14:35:00,77.9,77.7
7/7/2023,14:40:00,78.1,74.7
7/7/2023,14:45:00,77.6,74.7
7/7/2023,14:50:00,76.6,74.7
7/7/2023,14:55:00,75.8,74.7
7/7/2023,15:00:00,75.3,78.1
7/7/2023,15:05:00,75.5,78.1
7/7/2023,15:10:00,76.1,78.1
7/7/2023,15:15:00,76.7,78.1
7/7/2023,15:20:00,77.2,78.3
7/7/2023,15:25:00,77.6,78.3
7/7/2023,15:30:00,77.9,78.3
7/7/2023,15:35:00,78.2,78.3
7/7/2023,15:40:00,78.4,74.5
7/7/2023,15:45:00,77.6,74.5
7/7/2023,15:50:00,76.3,74.5
7/7/2023,15:55:00,75.3,74.5
7/7/2023,16:00:00,74.7,78.6
7/7/2023,16:05:00,75,78.6
7/7/2023,16:10:00,75.7,78.6
7/7/2023,16:15:00,76.1,78.6
7/7/2023,16:20:00,76.7,80.2
7/7/2023,16:25:00,77.2,80.2
7/7/2023,16:30:00,77.3,80.2
7/7/2023,16:35:00,77.6,80.2
7/7/2023,16:40:00,78,77.8
7/7/2023,16:45:00,78.4,77.7
7/7/2023,16:50:00,78.6,77.7
7/7/2023,16:55:00,78.2,77.7
7/7/2023,17:00:00,77.2,75
7/7/2023,17:05:00,77,74.7
7/7/2023,17:10:00,76.2,74.7
7/7/2023,17:15:00,75.1,74.7
7/7/2023,17:20:00,74.5,78.6
7/7/2023,17:25:00,74.6,79.1
7/7/2023,17:30:00,75.1,79.1
7/7/2023,17:35:00,75.7,79.1
7/7/2023,17:40:00,76.3,81.5
7/7/2023,17:45:00,76.6,81.8
7/7/2023,17:50:00,77,81.8
7/7/2023,17:55:00,77.1,81.8
7/7/2023,18:00:00,77.4,80.9
7/7/2023,18:05:00,77.9,80.8
7/7/2023,18:10:00,78.1,80.8
7/7/2023,18:15:00,78.3,80.8
7/7/2023,18:20:00,78.4,77.9
7/7/2023,18:25:00,77.5,77.4
7/7/2023,18:30:00,76.8,77.4
7/7/2023,18:35:00,76.8,77.4
7/7/2023,18:40:00,77.1,77.6
7/7/2023,18:45:00,77.5,77.7
7/7/2023,18:50:00,78,77.7
7/7/2023,18:55:00,77.9,77.7
7/7/2023,19:00:00,77.8,75.7
7/7/2023,19:05:00,77.4,75.4
7/7/2023,19:10:00,76.3,75.4
7/7/2023,19:15:00,75.3,75.4
7/7/2023,19:20:00,75.3,78.8
7/7/2023,19:25:00,76,79.5
7/7/2023,19:30:00,76.6,79.5
7/7/2023,19:35:00,77,79.5
7/7/2023,19:40:00,77.3,79
7/7/2023,19:45:00,77.5,79
7/7/2023,19:50:00,77.6,79
7/7/2023,19:55:00,77.9,79
7/7/2023,20:00:00,78,77.1
7/7/2023,20:05:00,77,76.8
7/7/2023,20:10:00,76.3,76.8
7/7/2023,20:15:00,76.4,76.8
7/7/2023,20:20:00,76.8,78
7/7/2023,20:25:00,77.1,78.4
7/7/2023,20:30:00,77.2,78.4
7/7/2023,20:35:00,77.4,78.4
7/7/2023,20:40:00,77.6,77.7
7/7/2023,20:45:00,78,77.6
7/7/2023,20:50:00,78.1,77.6
7/7/2023,20:55:00,77.9,77.6
7/7/2023,21:00:00,77.8,76.1
7/7/2023,21:05:00,77,75.8
7/7/2023,21:10:00,75.7,75.8
7/7/2023,21:15:00,75.3,75.8
7/7/2023,21:20:00,75.6,79.3
7/7/2023,21:25:00,75.8,80.2
7/7/2023,21:30:00,76.1,80.2
7/7/2023,21:35:00,76.2,80.2
7/7/2023,21:40:00,76.4,81.4
7/7/2023,21:45:00,76.4,81.8
7/7/2023,21:50:00,76.8,81.8
7/7/2023,21:55:00,77,81.8
7/7/2023,22:00:00,77.2,81.9
7/7/2023,22:05:00,77.5,82
7/7/2023,22:10:00,77.8,78.4
7/7/2023,22:15:00,77.3,76
7/7/2023,22:20:00,75.8,75.6
7/7/2023,22:25:00,75.2,75.5
7/7/2023,22:30:00,75.5,75.5
7/7/2023,22:35:00,75.9,75.5
7/7/2023,22:40:00,76.4,77.3
7/7/2023,22:45:00,76.7,77.8
7/7/2023,22:50:00,76.8,77.8
7/7/2023,22:55:00,77,77.8
7/7/2023,23:00:00,77.3,77.9
7/7/2023,23:05:00,77.5,78
7/7/2023,23:10:00,77.6,78
7/7/2023,23:15:00,77.7,78
7/7/2023,23:20:00,77.8,76.7
7/7/2023,23:25:00,76.8,76.3
7/7/2023,23:30:00,75.6,76.3
7/7/2023,23:35:00,75.4,76.3
7/7/2023,23:40:00,75.9,79.3
7/7/2023,23:45:00,76.3,80.3
7/7/2023,23:50:00,76.7,77
7/7/2023,23:55:00,76.2,73
7/8/2023,0:00:00,74.7,69.9
7/8/2023,0:05:00,73.3,68.6
7/8/2023,0:10:00,72.2,68.6
7/8/2023,0:15:00,71.2,68.6
7/8/2023,0:20:00,70.4,73.9
7/8/2023,0:25:00,70.6,76.2
7/8/2023,0:30:00,71.3,76.2
7/8/2023,0:35:00,72.1,76.2
7/8/2023,0:40:00,72.6,77.6
7/8/2023,0:45:00,73.1,75
7/8/2023,0:50:00,73.3,75
7/8/2023,0:55:00,73.5,74
7/8/2023,1:00:00,73.8,72.8
7/8/2023,1:05:00,73.4,72.2
7/8/2023,1:10:00,72.2,72.2
7/8/2023,1:15:00,71.6,72.2
7/8/2023,1:20:00,71.9,72.5
7/8/2023,1:25:00,72.1,74.2
7/8/2023,1:30:00,72.6,74.2
7/8/2023,1:35:00,72.9,74.2
7/8/2023,1:40:00,73.2,74.5
7/8/2023,1:45:00,73.1,76.2
7/8/2023,1:50:00,73.2,76.2
7/8/2023,1:55:00,73.5,76.2
7/8/2023,2:00:00,73.9,76.1
7/8/2023,2:05:00,74.2,75.8
7/8/2023,2:10:00,74.3,75.8
7/8/2023,2:15:00,74.3,75.8
7/8/2023,2:20:00,74.4,75.6
7/8/2023,2:25:00,74.4,74.7
7/8/2023,2:30:00,74.4,74.7
7/8/2023,2:35:00,74.4,74.7
7/8/2023,2:40:00,74.6,74.4
7/8/2023,2:45:00,74.2,72.8
7/8/2023,2:50:00,72.9,72.8
7/8/2023,2:55:00,72.1,72.8
7/8/2023,3:00:00,72.1,73.1
7/8/2023,3:05:00,72.6,74.8
7/8/2023,3:10:00,72.6,74.8
7/8/2023,3:15:00,72.8,74.8
7/8/2023,3:20:00,73.2,75
7/8/2023,3:25:00,73.4,76.2
7/8/2023,3:30:00,73.4,76.2
7/8/2023,3:35:00,73.4,76.2
7/8/2023,3:40:00,73.5,76.2
7/8/2023,3:45:00,73.8,76.3
7/8/2023,3:50:00,73.9,76.3
7/8/2023,3:55:00,74,76.3
7/8/2023,4:00:00,74.3,76.1
7/8/2023,4:05:00,74.3,75
7/8/2023,4:10:00,74.3,75
7/8/2023,4:15:00,74.4,75
7/8/2023,4:20:00,74.4,74.8
7/8/2023,4:25:00,74.4,73.7
7/8/2023,4:30:00,74.5,73.7
7/8/2023,4:35:00,74.5,73.7
7/8/2023,4:40:00,74.6,73.5
7/8/2023,4:45:00,74.3,71.8
7/8/2023,4:50:00,72.7,71.8
7/8/2023,4:55:00,71.5,71.8
7/8/2023,5:00:00,71.2,72
7/8/2023,5:05:00,71.5,73.8
7/8/2023,5:10:00,71.8,73.8
7/8/2023,5:15:00,72.3,73.8
7/8/2023,5:20:00,72.4,74
7/8/2023,5:25:00,72.6,75.8
7/8/2023,5:30:00,72.7,75.8
7/8/2023,5:35:00,72.8,75.8
7/8/2023,5:40:00,72.9,76
7/8/2023,5:45:00,73,77.8
7/8/2023,5:50:00,73,77.8
7/8/2023,5:55:00,73,77.8
7/8/2023,6:00:00,73.1,77.9
7/8/2023,6:05:00,73.2,79.1
7/8/2023,6:10:00,73.5,79.1
7/8/2023,6:15:00,73.6,79.1
7/8/2023,6:20:00,73.6,79.1
7/8/2023,6:25:00,73.7,79.4
7/8/2023,6:30:00,73.7,79.4
7/8/2023,6:35:00,73.7,79.4
7/8/2023,6:40:00,73.7,79.4
7/8/2023,6:45:00,73.8,79.6
7/8/2023,6:50:00,73.8,79.6
7/8/2023,6:55:00,73.8,79.6
7/8/2023,7:00:00,73.8,79.6
7/8/2023,7:05:00,73.8,79.8
7/8/2023,7:10:00,73.8,79.8
7/8/2023,7:15:00,73.9,79.8
7/8/2023,7:20:00,73.9,79.7
7/8/2023,7:25:00,73.9,79.7
7/8/2023,7:30:00,73.9,79.7
7/8/2023,7:35:00,74,79.7
7/8/2023,7:40:00,74,79.6
7/8/2023,7:45:00,74.1,78.7
7/8/2023,7:50:00,74.1,78.7
7/8/2023,7:55:00,74.1,78.7
7/8/2023,8:00:00,74.1,78.6
7/8/2023,8:05:00,74.1,77.6
7/8/2023,8:10:00,74.1,77.6
7/8/2023,8:15:00,74.1,77.6
7/8/2023,8:20:00,74.3,77.5
7/8/2023,8:25:00,74.3,76.4
7/8/2023,8:30:00,74.3,76.4
7/8/2023,8:35:00,74.3,76.4
7/8/2023,8:40:00,74.4,76.3
7/8/2023,8:45:00,74.4,74.4
7/8/2023,8:50:00,74.4,74.4
7/8/2023,8:55:00,74.4,74.4
7/8/2023,9:00:00,74.5,74.4
7/8/2023,9:05:00,74.4,72.3
7/8/2023,9:10:00,73.2,72.3
7/8/2023,9:15:00,71.9,72.3
7/8/2023,9:20:00,71.7,72.3
7/8/2023,9:25:00,72.1,74.3
7/8/2023,9:30:00,72.4,74.3
7/8/2023,9:35:00,72.6,74.3
7/8/2023,9:40:00,72.8,74.3
7/8/2023,9:45:00,73,76
7/8/2023,9:50:00,73.1,76
7/8/2023,9:55:00,73.4,76
7/8/2023,10:00:00,73.5,76
7/8/2023,10:05:00,73.6,76.2
7/8/2023,10:10:00,73.7,76.2
7/8/2023,10:15:00,73.8,76.2
7/8/2023,10:20:00,73.9,76.2
7/8/2023,10:25:00,74.1,75.1
7/8/2023,10:30:00,74.3,75.1
7/8/2023,10:35:00,74.5,75.1
7/8/2023,10:40:00,74.6,75.1
7/8/2023,10:45:00,74.6,73
7/8/2023,10:50:00,73.6,73
7/8/2023,10:55:00,72.7,73
7/8/2023,11:00:00,72.9,73
7/8/2023,11:05:00,73.4,74.3
7/8/2023,11:10:00,73.9,74.3
7/8/2023,11:15:00,74.4,74.3
7/8/2023,11:20:00,74.9,74.3
7/8/2023,11:25:00,75.1,72.3
7/8/2023,11:30:00,74.1,72.3
7/8/2023,11:35:00,72.8,72.3
7/8/2023,11:40:00,71.9,72.3
7/8/2023,11:45:00,72.2,74.3
7/8/2023,11:50:00,72.8,74.3
7/8/2023,11:55:00,73.4,74.3
7/8/2023,12:00:00,73.7,74.3
7/8/2023,12:05:00,74.2,73.5
7/8/2023,12:10:00,74.5,73.5
7/8/2023,12:15:00,73.7,73.5
7/8/2023,12:20:00,73.1,73.5
7/8/2023,12:25:00,73.7,73.6
7/8/2023,12:30:00,74.1,73.7
7/8/2023,12:35:00,74.4,74.8
7/8/2023,12:40:00,74.8,75
7/8/2023,12:45:00,75.1,75
7/8/2023,12:50:00,75.4,75
7/8/2023,12:55:00,75.7,76.8
7/8/2023,13:00:00,75.9,77
7/8/2023,13:05:00,76.1,77
7/8/2023,13:10:00,76.3,77
7/8/2023,13:15:00,76.4,78
7/8/2023,13:20:00,76.6,78.2
7/8/2023,13:25:00,76.8,78.2
7/8/2023,13:30:00,76.9,78.2
7/8/2023,13:35:00,77.2,77.9
7/8/2023,13:40:00,77.3,77.9
7/8/2023,13:45:00,77.6,77.9
7/8/2023,13:50:00,77.7,77.9
7/8/2023,13:55:00,77.8,77.9
7/8/2023,14:00:00,77.9,77.9
7/8/2023,14:05:00,78.1,77.9
7/8/2023,14:10:00,78.3,77.9
7/8/2023,14:15:00,78.4,77.9
7/8/2023,14:20:00,78.5,75
7/8/2023,14:25:00,78.1,73.8
7/8/2023,14:30:00,76.8,75.4
7/8/2023,14:35:00,75.6,75.7
7/8/2023,14:40:00,75.9,76.8
7/8/2023,14:45:00,76.4,77.6
7/8/2023,14:50:00,76.8,77.6
7/8/2023,14:55:00,77.5,77.6
7/8/2023,15:00:00,77.8,75.7
7/8/2023,15:05:00,77.5,75
7/8/2023,15:10:00,76.5,75
7/8/2023,15:15:00,75.5,75
7/8/2023,15:20:00,75,77.1
7/8/2023,15:25:00,75.2,78
7/8/2023,15:30:00,75.9,78
7/8/2023,15:35:00,76.8,78
7/8/2023,15:40:00,77.4,77.6
7/8/2023,15:45:00,78,77.4
7/8/2023,15:50:00,78.5,77.4
7/8/2023,15:55:00,78,77.4
7/8/2023,16:00:00,76.8,77
7/8/2023,16:05:00,76.9,76
7/8/2023,16:10:00,77.2,76
7/8/2023,16:15:00,76.3,76
7/8/2023,16:20:00,75.6,77.4
7/8/2023,16:25:00,76.1,78.3
7/8/2023,16:30:00,76.6,78.3
7/8/2023,16:35:00,77.1,78.3
7/8/2023,16:40:00,77.4,77.4
7/8/2023,16:45:00,77.8,77
7/8/2023,16:50:00,77.9,77
7/8/2023,16:55:00,76.9,77
7/8/2023,17:00:00,76.9,76.8
7/8/2023,17:05:00,77.1,76.8
7/8/2023,17:10:00,77.4,76.8
7/8/2023,17:15:00,77.8,76.8
7/8/2023,17:20:00,77.3,75.4
7/8/2023,17:25:00,76.3,74.7
7/8/2023,17:30:00,75.3,74.7
7/8/2023,17:35:00,74.6,74.7
7/8/2023,17:40:00,74.6,78.4
7/8/2023,17:45:00,74.9,80.5
7/8/2023,17:50:00,75.4,80.5
7/8/2023,17:55:00,75.9,80.5
7/8/2023,18:00:00,76.4,81.7
7/8/2023,18:05:00,77,82.6
7/8/2023,18:10:00,77.1,73
7/8/2023,18:15:00,76.2,73
7/8/2023,18:20:00,75,75.4
7/8/2023,18:25:00,74.9,77.1
7/8/2023,18:30:00,75.3,77.1
7/8/2023,18:35:00,76,77.1
7/8/2023,18:40:00,76.4,70.4
7/8/2023,18:45:00,76,66.4
7/8/2023,18:50:00,75,66.4
7/8/2023,18:55:00,74.2,66.4
7/8/2023,19:00:00,73.4,65.5
7/8/2023,19:05:00,72.9,73.9
7/8/2023,19:10:00,73.2,73.9
7/8/2023,19:15:00,74,73.9
